id,listed_on_category_page,subcategory,title,url,sku,price_shown,pricing_type,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,units_available,inventory_name,main_image_file,gallery_image_files,image_urls,main_image_alt,short_description,description,addons (name: DKK),categories
26718,yes,MOUNTAIN BIKES,Children bike 26″ (10-14 year),https://rentabike.fo/product/children-bike-26-10-14-year/,rentabike1008-1,From kr.100.00 - kr.200.00 Unit Price,day ranges,1 - 1 days: kr.200.00 / Day,2 - 6 days: kr.150.00 / Day,7 - 13 days: kr.125.00 / Day,14 - 20 days: kr.100.00 / Day,,,1,Giant 26,Design-uden-navn-33.png,,https://rentabike.fo/wp-content/uploads/2024/05/Design-uden-navn-33.png,"Children bike 26"" (10-14 year)",,Giant Revel W 3 * 8 gear,"Helmet for rent: 50; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",MOUNTAIN BIKES
26722,yes,MOUNTAIN BIKES,"Children bike 27,5″ (14+ year)",https://rentabike.fo/product/children-bike-275-14-year/,rentabike1008-1-1,From kr.100.00 - kr.200.00 Unit Price,day ranges,1 - 1 days: kr.200.00 / Day,2 - 6 days: kr.150.00 / Day,7 - 13 days: kr.125.00 / Day,14 - 20 days: kr.100.00 / Day,,,1,"Giant 27,5 XS",Design-uden-navn-33-1.png,,https://rentabike.fo/wp-content/uploads/2024/05/Design-uden-navn-33-1.png,"Children bike 27,5"" (14+ year)",,Giant Revel W 3 * 9 gear Size XS,"Helmet for rent: 50; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",MOUNTAIN BIKES
24887,yes,GRAVEL & CROSS BIKES,Gravel H10 size 45cm (155-175cm),https://rentabike.fo/product/principia-gravel-10-unisex-45cm/,,From kr.200.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 20 days: kr.300.00 / Day,21 - 27 days: kr.250.00 / Day,28 - 61 days: kr.200.00 / Day,,2,Principia Gravel H10 - 45cm,Design-uden-navn-59.png,,https://rentabike.fo/wp-content/uploads/2024/04/Design-uden-navn-59.png,Gravel H10 size 45cm (155-175cm),,"Principia Gravel H10 aluminum 18 gear.
Cassette Sunrace Sunrace CSM90 9sp 11-32T and crankset Shimano FC-MT210 46/30T.
Front brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor abd rear brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor.
Wheels: Aluminum with thru-axle (12x125mm front, 12×160.5mm rear).
Wheel size: 28in (700).
Tires: Panaracer GravelKing SK 700x38C.
Weight: 11.9kg.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; 2 rental bag for rear rack (2*20l) and rear rack: 200; 3 rental bag for rear rack (2*20l) and rear rack: 250; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
24979,yes,GRAVEL & CROSS BIKES,Gravel size 54cm (170-185 cm),https://rentabike.fo/product/gravel-30-size-54cm/,,From kr.200.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 13 days: kr.300.00 / Day,14 - 27 days: kr.250.00 / Day,28 - 60 days: kr.200.00 / Day,,4,Principia Gravel 30 – 54cm,Design-uden-navn-6.png,Design-uden-navn-2022-08-30T111211.496.png,https://rentabike.fo/wp-content/uploads/2024/04/Design-uden-navn-6.png | https://rentabike.fo/wp-content/uploads/2022/08/Design-uden-navn-2022-08-30T111211.496.png,Gravel size 54cm (170-185 cm),,"Principia Gravel 30 aluminum 20 gear.
Cassette Sunrace CSMS1 10sp 11-34T and crankset Shimano GRX RX600 46-30T.
Front brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor and rear brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor.
Wheels: Aluminum with thru-axle (12x125mm front, 12×160.5mm rear).
Wheel size: 28in (700).
Tires: Panaracer GravelKing SK 700x38C.
Weight: 10.5kg.
or
Nishiki Gravel All Road alminium 20 gear.
Shimano Tiagra 4700 / Shimano Tiagra RD-4700 GS.
Shimano ST-4700 2×10.
Cassette: Shimano HG500 10sp 11-34 and crankset Samox AF37 50/34T 170mm /FSA TH-BB7420 STSQ, 110,5 mm.
Front brake Tektro HD-C705 semihydraulisk skivebremse and rear brake Tektro HD-C705 semihydraulisk skivebremse.
Wheel: Lite Asymetrisk disc.
Wheel size :28in (700).
Tires :Panaracer GravelKing SK 40-622.
Weight :11,3kg.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; 2 rental bag for rear rack (2*20l) and rear rack: 200; 3 rental bag for rear rack (2*20l) and rear rack: 250; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
24981,yes,GRAVEL & CROSS BIKES,Gravel size 56cm (175-190 cm),https://rentabike.fo/product/gravel-30-size-56cm/,,From kr.150.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 13 days: kr.300.00 / Day,14 - 20 days: kr.250.00 / Day,21 - 27 days: kr.200.00 / Day,28 - 60 days: kr.150.00 / Day,2,Principia Gravel 30 – 56cm,Design-uden-navn-6.png,Design-uden-navn-2022-08-30T111211.496-1.png,https://rentabike.fo/wp-content/uploads/2024/04/Design-uden-navn-6.png | https://rentabike.fo/wp-content/uploads/2022/08/Design-uden-navn-2022-08-30T111211.496-1.png,Gravel size 56cm (175-190 cm),,"Principia Gravel 30 aluminum 20 gear.
Cassette Sunrace CSMS1 10sp 11-34T and crankset Shimano GRX RX600 46-30T.
Front brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor and rear brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor.
Wheels: Aluminum with thru-axle (12x125mm front, 12×160.5mm rear).
Wheel size: 28in (700).
Tires: Panaracer GravelKing SK 700x38C.
Weight: 10.5kg.
or
Nishiki Gravel All Road alminium 20 gear.
Shimano Tiagra 4700 / Shimano Tiagra RD-4700 GS.
Shimano ST-4700 2×10.
Cassette: Shimano HG500 10sp 11-34 and crankset Samox AF37 50/34T 170mm /FSA TH-BB7420 STSQ, 110,5 mm.
Front brake Tektro HD-C705 semihydraulisk skivebremse and rear brake Tektro HD-C705 semihydraulisk skivebremse.
Wheel: Lite Asymetrisk disc.
Wheel size :28in (700).
Tires :Panaracer GravelKing SK 40-622.
Weight :11,3kg.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; 2 rental bag for rear rack (2*20l) and rear rack: 200; 3 rental bag for rear rack (2*20l) and rear rack: 250; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
24891,yes,GRAVEL & CROSS BIKES,Gravel size 58cm (180-195 cm),https://rentabike.fo/product/principia-gravel-30-58cm-20g-shimano-grx400-hydr-disc/,,From kr.150.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 13 days: kr.300.00 / Day,14 - 20 days: kr.250.00 / Day,21 - 27 days: kr.200.00 / Day,28 - 60 days: kr.150.00 / Day,3,Principia Gravel 30 - 58cm,Design-uden-navn-6.png,Design-uden-navn-2022-08-30T111211.496.png,https://rentabike.fo/wp-content/uploads/2024/04/Design-uden-navn-6.png | https://rentabike.fo/wp-content/uploads/2022/08/Design-uden-navn-2022-08-30T111211.496.png,Gravel size 58cm (180-195 cm),,"Principia Gravel 30 aluminum 20 gear.
Cassette Sunrace CSMS1 10sp 11-34T and crankset Shimano GRX RX600 46-30T.
Front brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor and rear brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor.
Wheels: Aluminum with thru-axle (12x125mm front, 12×160.5mm rear).
Wheel size: 28in (700).
Tires: Panaracer GravelKing SK 700x38C.
Weight: 10.5kg.
or
Nishiki Gravel All Road alminium 20 gear.
Shimano Tiagra 4700 / Shimano Tiagra RD-4700 GS.
Shimano ST-4700 2×10.
Cassette: Shimano HG500 10sp 11-34 and crankset Samox AF37 50/34T 170mm /FSA TH-BB7420 STSQ, 110,5 mm.
Front brake Tektro HD-C705 semihydraulisk skivebremse and rear brake Tektro HD-C705 semihydraulisk skivebremse.
Wheel: Lite Asymetrisk disc.
Wheel size :28in (700).
Tires :Panaracer GravelKing SK 40-622.
Weight :11,3kg.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; 2 rental bag for rear rack (2*20l) and rear rack: 200; 3 rental bag for rear rack (2*20l) and rear rack: 250; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
24982,yes,GRAVEL & CROSS BIKES,Gravel size 61cm (185-205 cm),https://rentabike.fo/product/gravel-30-size-61cm/,,From kr.150.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 13 days: kr.300.00 / Day,14 - 20 days: kr.250.00 / Day,21 - 27 days: kr.200.00 / Day,28 - 60 days: kr.150.00 / Day,2,Principia Gravel 30 – 61cm,Design-uden-navn-6.png,Design-uden-navn-2022-08-30T111211.496.png,https://rentabike.fo/wp-content/uploads/2024/04/Design-uden-navn-6.png | https://rentabike.fo/wp-content/uploads/2022/08/Design-uden-navn-2022-08-30T111211.496.png,Gravel size 61cm (185-205 cm),,"Principia Gravel 30 aluminum 20 gear size 61.
Cassette Sunrace CSMS1 10sp 11-34T and crankset Shimano GRX RX600 46-30T.
Front brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor and rear brake Shimano GRX RX400 hydraulic disc brake, 160 mm rotor.
Wheels: Aluminum with thru-axle (12x125mm front, 12×160.5mm rear).
Wheel size: 28in (700).
Tires: Panaracer GravelKing SK 700x38C.
Weight: 10.5kg.
or
Nishiki Gravel All Road alminium 20 gear size 24.
Shimano Tiagra 4700 / Shimano Tiagra RD-4700 GS.
Shimano ST-4700 2×10.
Cassette: Shimano HG500 10sp 11-34 and crankset Samox AF37 50/34T 170mm /FSA TH-BB7420 STSQ, 110,5 mm.
Front brake Tektro HD-C705 semihydraulisk skivebremse and rear brake Tektro HD-C705 semihydraulisk skivebremse.
Wheel: Lite Asymetrisk disc.
Wheel size :28in (700).
Tires :Panaracer GravelKing SK 40-622.
Weight :11,3kg.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; 2 rental bag for rear rack (2*20l) and rear rack: 200; 3 rental bag for rear rack (2*20l) and rear rack: 250; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
1046,yes,GRAVEL & CROSS BIKES,Hybrid carbon size 53 (169-176 cm),https://rentabike.fo/product/mixed-surface-size-53/,X5-53,From kr.200.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 13 days: kr.350.00 / Day,14 - 20 days: kr.300.00 / Day,21 - 27 days: kr.250.00 / Day,28 - 60 days: kr.200.00 / Day,1,Felt FX5 Hybrid 53,C5AFB559-17DD-4E34-BC0C-D9ED564ADADF-e1566394241605.jpeg,,https://rentabike.fo/wp-content/uploads/2019/08/C5AFB559-17DD-4E34-BC0C-D9ED564ADADF-e1566394241605.jpeg,Hybrid carbon size 53 (169-176 cm),"The Felt F5x hybrid bike has a UHC Advanced + TeXtreme carbon frame and fork, making for a stiff and efficient pedaling platform that also reduces the rough hits and chatter found on the roughest cyclocross race courses.
Built with a Shimano 105 drivetrain for smooth shifting and dependability and Schwalbe X-One tires to help reduce flats and allow you to dial in your preferred tire pressure for the muddiest and wettest conditions.",,"1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES | RENT A BIKE
995,yes,GRAVEL & CROSS BIKES,Hybrid carbon size 55 (174-181 cm),https://rentabike.fo/product/mixed-surface-size-55/,X5-55,From kr.200.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 13 days: kr.350.00 / Day,14 - 20 days: kr.300.00 / Day,21 - 27 days: kr.250.00 / Day,28 - 60 days: kr.200.00 / Day,1,Felt FX5 Hybrid 55,C5AFB559-17DD-4E34-BC0C-D9ED564ADADF-e1566394241605.jpeg,,https://rentabike.fo/wp-content/uploads/2019/08/C5AFB559-17DD-4E34-BC0C-D9ED564ADADF-e1566394241605.jpeg,Hybrid carbon size 55 (174-181 cm),,"The Felt F5x hybrid bike has a UHC Advanced + TeXtreme carbon frame and fork, making for a stiff and efficient pedaling platform that also reduces the rough hits and chatter found on the roughest cyclocross race courses.
Built with a Shimano 105 drivetrain for smooth shifting and dependability and Schwalbe X-One tires to help reduce flats and allow you to dial in your preferred tire pressure for the muddiest and wettest conditions.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES | RENT A BIKE
13233,yes,GRAVEL & CROSS BIKES,Gravel Breed size 54 (170-176 cm),https://rentabike.fo/product/gravel-size-54/,BBRENT BREED,From kr.200.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 13 days: kr.350.00 / Day,14 - 20 days: kr.300.00 / Day,21 - 27 days: kr.250.00 / Day,28 - 60 days: kr.200.00 / Day,1,Gravel Felt Breed  54 (170-176cm),Untitled-design-2022-07-11T144508.058.png,,https://rentabike.fo/wp-content/uploads/2022/07/Untitled-design-2022-07-11T144508.058.png,Gravel Breed size 54 (170-176 cm),,"Felt Gravel Race Disc Superlite custom butted aluminum, hydroform smooth welded construction, T47 86 bottom bracket shell, 12 x 142mm with Syntace style thru axle, flat mount disc brake standard, replaceable rear derailleur hanger, internal mechanical cable routing","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES | RENT A BIKE
17439,yes,GRAVEL & CROSS BIKES,Gravel Carbon G1 size 52 (172-184 cm),https://rentabike.fo/product/principa-gravel-carbon-g1-size-52-172-184-cm/,,From kr.200.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 13 days: kr.350.00 / Day,14 - 20 days: kr.300.00 / Day,21 - 27 days: kr.250.00 / Day,28 - 60 days: kr.200.00 / Day,1,Principa Gravel Carbon G1 size 52,Untitled-design-2023-03-16T164053.989.png,,https://rentabike.fo/wp-content/uploads/2023/03/Untitled-design-2023-03-16T164053.989.png,Gravel Carbon G1 size 52 (172-184 cm),,"Principia Gravel Carbon opsummerer alt det gode fra MTB, Cross og Race, så du kan lade det impulsive råde. Du kan køre hurtigt på landevejen, lave en afstikker på skovstien og race hjem ad grusvejen. Principia Gravel Carbon følger dig året rundt. Kort fortalt sætter Gravel ingen begrænsninger.
Som én af de alle første cykler i Danmark er modellen udstyret med Shimano GRX, en geargruppe som er dedikeret til gravel. Shimano GRX er altså optimeret til gravel, hvad angår gearing, ergonomi, robusthed, stabilitet og mere til.
Udover at være udstyret med Shimano GRX bygger modellen også på vores første carbon ramme til gravelcykler. Rammen er både let, stiv og manøvrebar. Derudover har den en lang række beslag til tasker og tilbehør, som gør den ideel til bikepacking-ture.
Samtidig har modellen også de gravel-specifikke Panaracer GravelKing SK dæk, stærke hydrauliske skivebremser og meget mere.
Principia Gravel Carbon har alt det, der skal til for at præstere over alt, året rundt.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Rear rack for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",GRAVEL & CROSS BIKES
121,yes,ROAD BIKES,Road Bike aluminum size 51 (159-168 cm),https://rentabike.fo/product/bike-model-51/,Bike 51,From kr.150.00 - kr.400.00 Unit Price,day ranges,1 - 1 days: kr.400.00 / Day,2 - 6 days: kr.350.00 / Day,7 - 13 days: kr.300.00 / Day,14 - 20 days: kr.250.00 / Day,21 - 27 days: kr.200.00 / Day,28 - 60 days: kr.150.00 / Day,1,Road Bike Aluminum 51,Untitled-design-2023-03-16T163638.565.png,,https://rentabike.fo/wp-content/uploads/2017/10/Untitled-design-2023-03-16T163638.565.png,Road Bike aluminum size 51 (159-168 cm),,,"1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
64,yes,ROAD BIKES,Road Bike carbon size 54 (167-173 cm),https://rentabike.fo/product/bike-model-54/,Bike 54,From kr.250.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 20 days: kr.350.00 / Day,21 - 27 days: kr.300.00 / Day,27 - 60 days: kr.250.00 / Day,,2,Road Bike Cabon 54,Design-uden-navn-90.png,,https://rentabike.fo/wp-content/uploads/2017/10/Design-uden-navn-90.png,Road Bike carbon size 54 (167-173 cm),This is one of the most robust and light weight bike models on the market,"The Felt VR6 road carbon bike encourage you to travel fast and long on surfaced roads.
The bike has a high-utility selection of performance componentry. Shimano Tiagra shifters and derailleurs and an FSA Omega Adventure crankset featuring super-compact gearing make for efficient climbing, while hydraulic disc brakes provide the latest in road bike control and descending technology.
FREEWHEEL:
Shimano Tiagra 10-speed, 11-34T and 46/30","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
123,yes,ROAD BIKES,Road Bike carbon size 56 (172-184 cm),https://rentabike.fo/product/bike-model-56/,Bike 56,From kr.250.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 20 days: kr.350.00 / Day,21 - 27 days: kr.300.00 / Day,28 - 60 days: kr.250.00 / Day,,4,Road Bike carbon 56,Design-uden-navn-90.png,,https://rentabike.fo/wp-content/uploads/2017/10/Design-uden-navn-90.png,Road Bike carbon size 56 (172-184 cm),This is one of the most robust and light weight bike models on the market,"The Felt VR6 road carbon bike encourage you to travel fast and long on surfaced roads.
The bike has a high-utility selection of performance componentry. Shimano Tiagra shifters and derailleurs and an FSA Omega Adventure crankset featuring super-compact gearing make for efficient climbing, while hydraulic disc brakes provide the latest in road bike control and descending technology.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
124,yes,ROAD BIKES,Road Bike carbon size 58 (177-189 cm),https://rentabike.fo/product/bike-model-58/,Bike 58,From kr.250.00 - kr.450.00 Unit Price,day ranges,1 - 1 days: kr.450.00 / Day,2 - 6 days: kr.400.00 / Day,7 - 20 days: kr.350.00 / Day,21 - 27 days: kr.300.00 / Day,28 - 60 days: kr.250.00 / Day,,1,Road Bike Carbon 58,Design-uden-navn-90.png,,https://rentabike.fo/wp-content/uploads/2017/10/Design-uden-navn-90.png,Road Bike carbon size 58 (177-189 cm),This is one of the most robust and light weight bike models on the market.,"The Felt VR6 road carbon bike encourage you to travel fast and long on surfaced roads.
The bike has a high-utility selection of performance componentry. Shimano Tiagra shifters and derailleurs and an FSA Omega Adventure crankset featuring super-compact gearing make for efficient climbing, while hydraulic disc brakes provide the latest in road bike control and descending technology.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Bike carrier for car back door: 100; Bike carrier for car hook for rent: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
12942,yes,ROAD BIKES,Road Bike Felt FR2W carbon size 54 (167-173 cm),https://rentabike.fo/product/road-bike-felt-fr2w-stodd-54/,Bike 54-1-1,From kr.300.00 - kr.500.00 Unit Price,day ranges,1 - 1 days: kr.500.00 / Day,2 - 6 days: kr.450.00 / Day,7 - 20 days: kr.400.00 / Day,21 - 27 days: kr.350.00 / Day,28 - 60 days: kr.300.00 / Day,,1,Road Bike carbon Felt FR2W  Size 54,Untitled-design-2022-07-11T143812.284.png,,https://rentabike.fo/wp-content/uploads/2022/07/Untitled-design-2022-07-11T143812.284.png,Road Bike Felt FR2W carbon size 54 (167-173 cm),This is one of the most robust and light weight bike models on the market,"Designed for the modern racer, the FR2W Disc is crafted from Felt’s UHC Advanced + TeXtreme carbon fiber for a high stiffness-to-weight ratio that maximizes performance by ensuring that no watt is wasted. Built with a selection of advanced components like a Shimano Ultegra Di2 electronic drivetrain, as well as DT Swiss FC1600 wheels, the FR2 Disc also features the latest standard in road bike technology, disc brakes, for optimal control in all conditions.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
12937,yes,ROAD BIKES,Road Bike FR2 carbon size 56 (172-184 cm),https://rentabike.fo/product/road-bike-carbon-size-54-167-173-cm/,Bike 54-1,From kr.300.00 - kr.500.00 Unit Price,day ranges,1 - 1 days: kr.500.00 / Day,2 - 6 days: kr.450.00 / Day,7 - 20 days: kr.400.00 / Day,21 - 27 days: kr.350.00 / Day,28 - 60 days: kr.300.00 / Day,,1,Road Bike Felt FR2 Disc. Size 56,Untitled-design-2022-07-11T144010.667.png,,https://rentabike.fo/wp-content/uploads/2022/07/Untitled-design-2022-07-11T144010.667.png,Road Bike FR2 carbon size 56 (172-184 cm),This is one of the most robust and light weight bike models on the market,"The FR2 Disc features all of the incredible technology found in the entire FR Series, as well as the additional benefits of disc brakes: greater stopping power, increased modulation, and more control. It’s crafted from Felt’s UHC Advanced + TeXtreme carbon fiber for a high stiffness-to-weight ratio that maximizes rider performance by ensuring that no watt is wasted. Built with a selection of advanced components like a SRAM eTap wireless electronic drivetrain, as well as Zipp 30 Course, tubeless-ready wheels, the FR2 Disc offers maximum performance in all riding conditions.","1 frame bag for rent (3l.): 100; 1 front bag for rent (3l.): 100; 1 saddle bag for rent (8l.-13l./14l.): 100; Bag storrage - one bag: 100; Garmin/Wahoo GPS out front compatibel med GoPro: 100; Helmet for rent: 50; Pedals for MTB (SPD) for rent: 100; Pedals for Road Bike (SPD-SL) for rent: 100; Pedals Look Keo for rent: 100; Smartphone Mount for rent. Max device size 6,6''.: 50; Water bottle with logo for sale: 89",RENT A BIKE | ROAD BIKES
